User-ID,ISBN,Book-Rating,Age,Book-Title,Book-Author,Year-Of-Publication,Publisher,Country
276866,3809410357,5,27,4000 Vornamen aus aller Welt. Von Alexander bis Zoe.,Ines Schill,2000,Bassermann, germany
276872,042518109X,8,43,Whispers,Dean R. Koontz,2001,Berkley Publishing Group, brazil
276872,8571648972,10,43,EstaÃ§Ã£o Carandiru,Drauzio Varella,1999,Companhia das Letras, brazil
276911,8420430943,8,20,Buzon De Tiempo,Mario Benedetti,2001,Santillana USA Publishing Company, spain
276911,8420636282,9,20,El Principito,Antoine De Saint-Exupery,2002,Distribooks, spain
276911,8432205311,9,20,El Perfume: Historia De UN AsesinoPerfume : The Story of a Murderer,Patrick Suskind,1984,Editorial Seix Barral, spain
276925,002542730X,10,22,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994,John Wiley &amp; Sons Inc, spain
276925,063403541X,6,22,Bridget Jones's Diary: Music from the Motion Picture,Various,2001,Hal Leonard Publishing Corporation, spain
276925,1400002672,8,22,Ana Frank: Diario de una adolescente,ANNE FRANK,2002,Plaza y Janes, spain
276925,840149236X,5,22,Parque JurÃ¡sico,Michael Crichton,1994,Plaza &amp; Janes Editores S.A., spain
276925,8420432113,5,22,Momo (Spanish Language Edition),Michael Ende,1984,Aguilar, spain
276925,8420444367,9,22,Agu Trot [spanish edition],Roald Dahl,1998,Alfaguara Ediciones S.A. (Spain), spain
276925,8423976645,8,22,Olvidado Rey Gudu,Ana Maria Matute,1996,Espasa, spain
276925,8426109799,8,22,Los Cinco Van De Campingthe Five on the Track of a Spook Train,Enid Blyton,1985,Juventud, spain
276925,950491036X,10,22,La Sombra del Viento,Carlos Ruiz Zafon,2003,Planeta, spain
276927,1899344705,5,26,The Hissing of the Silent Lonely Room: The Fifth Detective Inspector Christy Kennedy Mystery (Christy Kennedy Mystery),Paul Charles,2002,Do-Not Press, united kingdom
276928,059030271X,5,10,Charlotte's Web,E. B. White,1974,Scholastic Paperbacks (T), usa
276929,2020564777,6,35,Bouquiner : Autobiobibliographie,Annie FranÃ?Â§ois,2002,Seuil, switzerland
276929,2070386023,5,35,Le LiÃ?Â¨vre de Vatanen,Arto Paasilinna,1993,Gallimard, switzerland
276929,2070394956,5,35,Le poisson-scorpion,Nicolas Bouvier,1996,Gallimard, switzerland
276929,2253030570,8,35,Les Vagues,Virginia Woolf,2002,LGF, switzerland
276929,2253171670,8,35,Les RiviÃ?Â¨res pourpres,Jean-Christophe GrangÃ?Â©,2001,Le Livre de Poche, switzerland
276929,2253172367,8,35,Le Tango des assassins,Maud Tabachnik,2002,LGF, switzerland
276929,2264010991,5,35,Nocturne indien,Antonio Tabucchi,1988,Editions 10/18, switzerland
276929,2264024674,5,35,L'Histoire de Bone,Dorothy Allison,1999,Editions 10/18, switzerland
276929,2264027568,5,35,Et qui va promener le chien?,Stephen McCauley,1999,Editions 10/18, switzerland
276929,2264031158,6,35,Amour Prozac et autres curiositÃ?Â©s,Lucia Etxebarria,2000,Editions 10/18, switzerland
276929,2266047280,7,35,Anibal,Anne Bragance,1993,Presses Pocket, switzerland
276929,2266102621,10,35,Les Heures  The Hours,Michael Cunningham,2001,Pocket (FR), switzerland
276929,2266105698,8,35,Je vais bien ne t'en fais pas,Olivier Adam,2001,Pocket, switzerland
276929,2743602295,5,35,L'arbre aux haricots,Barbara Kingsolver,1997,Rivages, switzerland
276929,2869304129,7,35,La vÃ?Â©ritÃ?Â© sur Lorin Jones,Alison Lurie,1990,Rivages, switzerland
276929,2869304560,5,35,Jeu de sociÃ?Â©tÃ?Â©,David Lodge,1991,Rivages, switzerland
276929,2869305583,6,35,Un tout petit monde,David Lodge,1992,Rivages, switzerland
276936,3492224768,6,32,Der Schacht.,Joseph R. Garber,1997,Piper, austria
276936,3596122279,5,32,Das Superwieb,Hera Lind,2002,Distribooks Inc, austria
276939,2070414256,7,23,La Cavale du gÃ?Â©omÃ?Â¨tre,Arto Paasilinna,2000,Gallimard, france
276939,2070419657,7,23,Soie,Alessandro Baricco,2001,Gallimard, france
276939,2253063339,9,23,Les Fourmis,Bernard Werber,2002,LGF, france
276939,2253137243,9,23,Le Jour des fourmis,Bernard Werber,1995,LGF, france
276939,2253144452,9,23,La RÃ?Â©volution des fourmis,Bernard Werber,1998,LGF, france
276939,2253152072,9,23,L'Empire des Anges,B. Werber,2001,LGF, france
276939,226612269X,9,23,Ou Es-Tu?,Marc Levy,2003,Distribooks Inc, france
276939,2702401694,9,23,Le Crime du golf,Agatha Christie,2003,Le Livre de Poche, france
276939,2878580753,10,23,Un peu plus loin sur la droite (Chemins nocturnes),Fred Vargas,1996,V. Hamy, france
276939,8423310353,8,23,El Camino (Coleccion Destinolibro),Miguel Delibes,1991,Continental Book Company, france
276954,3423118709,10,43,Title Kassandra. ErzÃ?Â¤hlung. ( Sammlung Luchterhand im dtv).,Christa Wolf,1993,Dtv, germany
276984,059043649X,9,11,Karen's Ghost (Baby-Sitters Little Sister 12),Ann M. Martin,1990,Scholastic, canada
276994,3100970616,10,25,Begegnungen mit BÃ¼chern: AufsÃ¤tze und Einleitungen aus den Jahren 1902-1939 (Gesammelte Werke in EinzelbÃ¤nden  Stefan Zweig),Stefan Zweig,1983,S. Fischer, austria
276994,3257062354,8,25,Veronika beschlieÃ?Â?t zu sterben.,Paulo Coelho,2000,Diogenes Verlag ZÃ?Â¼rich, austria
276994,3423202327,6,25,MÃ?Â¶rder ohne Gesicht.,Henning Mankell,1999,Dtv, austria
276994,342677609X,5,25,Was wÃ?Â¤re gewesen wenn? Wendepunkte der Weltgeschichte.,H. William McNeill,2002,Droemersche Verlagsanstalt Th. Knaur Nachf. GmbH &amp; Co., austria
276994,3442727073,9,25,Das Labyrinth der Welt.,Ross King,2003,btb, austria
276994,3492045170,7,25,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,Michael Moore,2003,Piper, austria
276994,3492230814,6,25,Bekenntnisse eines BÃ?Â¼rgers.,Sandor Marai,2000,Piper, austria
276994,3545202461,9,25,HÃ?Â¤ndels Auferstehung.,Stefan Zweig,2002,Benziger, austria
276994,3548359698,6,25,Warum MÃ?Â¤nner nicht zuhÃ?Â¶ren und Frauen schlecht einparken.,Allan Pease,2000,Ullstein Tb, austria
276994,3550075359,6,25,Warum MÃ?Â¤nner lÃ?Â¼gen und Frauen immer Schuhe kaufen.,Allan Pease,2002,Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas, austria
276998,3822858617,7,46,Georgia O'Keeffe 1887-1986: Flowers in the Desert (Basic Art),Britta Benke,2001,Taschen, usa
277048,3426615355,7,26,How to be good.,Nick Hornby,2003,Droemersche Verlagsanstalt Th. Knaur Nachf. GmbH &amp; Co., germany
277051,3442430496,9,18,Rollende Steine. Ein Scheibenwelt- Roman.,Terry Pratchett,2001,Goldmann, germany
277051,3453171500,7,18,Nackt.,David Sedaris,2000,Heyne, germany
277056,3442451353,7,24,Das Wunschspiel.,Patrick Redmond,2002,Goldmann, germany
277085,1841193887,8,25,The Mammoth Book of Women Who Kill,Richard Glyn Jones,2002,Constable and Robinson, australia
277087,8420600369,7,29,Antologia Poetica 2 - Juan Ramon Jimenez,Juan Ramon Jimenez,2000,Alianza, spain
277087,8423918335,6,29,Poesias completas,Antonio Machado,1997,Elliot's Books, spain
277087,8426105084,9,29,Guerra y Paz,Leon Tolstoi,1998,Juventud, spain
277087,843223138X,8,29,La Reina de Africa  African Queen (Seix Barral),C. S. Forester,1998,Editorial Seix Barral, spain
277087,8437608570,6,29,Comedias 1 - Plauto,Plauto,2000,Ediciones Catedra S.A., spain
277087,8440630921,9,29,Bastardo El,John Jakes,1993,Ediciones B, spain
277087,8470394126,5,29,La Casa De Bernarda Alba,Federico Garcia Lorca,1994,Castalia Publishing Company, spain
277087,8472230082,5,29,Relato de un nÃ¡ufrago,Gabriel Garcia Marquez,1984,Tusquets, spain
277107,006054094X,8,57,1421 : The Year China Discovered America,Gavin Menzies,2004,Perennial, usa
277107,081297106X,10,57,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,2003,Random House Trade Paperbacks, usa
277107,1400032628,8,57,Venetian Stories,JANE TURNER RYLANDS,2004,Anchor, usa
277116,3548208975,8,24,Die MÃ?Â¶we Jonathan.,Richard Bach,1972,Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas, germany
277134,1586609726,6,16,To Catch a Thief,Carol Cox,2003,Barbour Publishing, usa
277143,031286504X,10,34,I Am Legend,Richard Matheson,1997,Orb Books, usa
277157,039915177X,7,70,Lost City,Clive Cussler,2004,Putnam Publishing Group, usa
277157,074320607X,7,70,Nighttime Is My Time (Clark Mary Higgins),Mary Higgins Clark,2004,Simon &amp; Schuster, usa
277165,8475251471,7,36,La vuelta al mundo en 80 dÃ­as,Jules Verne,1984,Grupo Anaya Comercial, spain
277171,080410946X,8,54,Object Lessons,Anna Quindlen,1992,Ivy Books, usa
277189,074341232X,8,44,Jinxed,Carol Higgins Clark,2003,Pocket Star, usa
277195,055326611X,10,54,EVEN COWGIRLS GET THE BLUES,TOM ROBBINS,1984,Bantam, usa
277195,1573221856,10,54,High Maintenance,Jennifer Belle,2001,Riverhead Hardcover, usa
277203,030700645X,8,8,Eeyore Be Happy (Little Golden Book),Don Ferguson,1996,Western Publishing Company, usa
277203,039480001X,9,8,The Cat in the Hat,Dr. Seuss,1957,Random House Books for Young Readers, usa
277203,039480029X,8,8,Hop on Pop (I Can Read It All by Myself Beginner Books),Dr. Seuss,1963,Random House Books for Young Readers, usa
277203,039480967X,8,8,Bears on Wheels (Bright &; Early Books),STAN BERENSTAIN,1969,Random House Books for Young Readers, usa
277203,059044297X,9,8,Clifford the Big Red Dog (Clifford the Big Red Dog (Paperback)),Norman Bridwell,1985,Scholastic, usa
277203,059046602X,8,8,Working Hard With the Busy Fire Truck,Jordan Horowitz,1993,Scholastic, usa
277203,087701759X,10,8,Mama Do You Love Me?,Barbara M. Joosse,1991,Chronicle Books, usa
277203,1561452718,9,8,If I Found a Wistful Unicorn: A Gift of Love,Ann Ashford,2002,Peachtree Publishers, usa
277203,1562826468,9,8,Winnie the Pooh's Bedtime Stories,Bruce Talkington,1994,Disney Press, usa
277203,2764104936,9,8,The Wizard of Oz,L. Frank Baum,1998,Tormont Publications, usa
277235,014029628X,6,36,Girl in Hyacinth Blue,Susan Vreeland,2000,Penguin Books, usa
277237,038550926X,7,42,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2003,Doubleday, usa
277317,1561840564,9,27,Prometheus Rising,Robert Anton Wilson,1992,New Falcon Publications, norway
277341,084230052X,9,63,Atonement Child,Francine Rivers,1999,Tyndale House Publishers, usa
277351,3596200547,5,44,Der Tod in Venedig,T. Mann,1995,International Book Import Service Incorporat, germany
277351,3716020028,5,44,Im Luftschloss meines Vaters: ErzÃ¤hlung,Katrine von Hutten,1983,Arche, germany
277351,3717581546,7,44,Das zerstÃ?Â¶rte Nest.,Rabindranath Tagore,1994,Manesse-Verlag, germany
277351,3803120624,6,44,Die WÃ¼rde des Menschen ist antastbar: AufsÃ¤tze und Polemiken (Wagenbachs TaschenbÃ¼cherei),Ulrike Marie Meinhof,1980,Wagenbach, germany
277380,1558509828,5,26,The Magic World of the Amazing Randi,James Randi,1989,Adams Media Corporation, usa
277427,002542730X,10,48,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994,John Wiley &amp; Sons Inc, usa
277427,003008685X,8,48,Pioneers,James Fenimore Cooper,1974,Thomson Learning, usa
277427,014039026X,8,48,The Prairie (Penguin Classics),James Fenimore Cooper,1987,Penguin Books, usa
277427,038081904X,9,48,Abandon Ship!,Richard F. Newcomb,2001,HarperTorch, usa
277427,039304016X,8,48,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,1997,Little Brown and Company, usa
277427,067172021X,8,48,MASK OF LOKI,Roger Zelazny,1990,Baen, usa
277427,087605534X,8,48,Dog Perfect: The User-Friendly Guide to a Well-Behaved Dog,Sarah Hodgson,1995,Howell Book House, usa
277427,087784870X,10,48,This Morning With God: A Daily Study Guide to the Entire Bible,Carol Adeney,1978,Intervarsity Pr, usa
277427,089879661X,5,48,Leads &; Conclusions (Elements of Article Writing),Marshall J. Cook,1995,F &amp; W Pubns, usa
277427,1400060265,10,48,Honku : The Zen Antidote to Road Rage,AARON NAPARSTEK,2003,Villard, usa
277427,1559586893,10,48,How to Sell More Than 75% of Your Freelance Writing,Gordon Burgett,1995,Prima Lifestyles, usa
277427,1562923668,10,48,What My Cat Has Taught Me About Life: Meditations for Cat Lovers,Niki Anderson,1997,Chariot Victor Pub, usa
277427,1564403963,9,48,How to Start a Home-Based Writing Business,Lucy V. Parker,1994,Globe Pequot Pr, usa
277427,1565075722,10,48,The Power of a Praying Wife,Stormie Omartian,1997,Harvest House Publishers, usa
277427,1568380593,10,48,Contrary to Love: Helping the Sexual Addict,Patrick Carnes,1989,Hazelden Publishing &amp; Educational Services, usa
277427,156865037X,7,48,Earthclan,David Brin,1986,N. Doubleday, usa
277427,1572302399,10,48,Life After Trauma: A Workbook for Healing,Dena Ph.D. Rosenbloom,1999,Guilford Press, usa
277427,1572304510,10,48,Without Conscience: The Disturbing World of the Psychopaths Among Us,Robert D. Hare,1999,The Guilford Press, usa
277427,1576733343,10,48,31 Days of Praise : Enjoying God Anew,Ruth Myers,1998,Multnomah, usa
277427,1576739597,7,48,Secrets of the Vine Devotional (The Breakthrough Series),Bruce Wilkinson,2002,Multnomah, usa
277427,1581690606,7,48,Cats in the Parsonage,Clair Shaffer Jr.,2001,Evergreen Press (AL), usa
277427,1852303468,7,48,The Alexander Technique Workbook: Your Personal Program for Health Poise and Fitness (Health Workbooks),Richard Brennan,1992,Element Books, usa
277427,1930285000,8,48,How to Develop a Powerful Prayer Life,Gregory R. Frizzell,2000,Master Design, usa
277427,8251800811,7,48,A Time for Trolls: Fairy Tales from Norway,Peter C. Asbjornsen,1992,Arthur Vanous Co, usa
277435,031215125X,8,50,The Far Pavilions,M. M. Kaye,1997,St. Martin's Press, usa
277439,051509272X,5,65,The Main,Trevanian,1989,Jove Books, usa
277471,3423101776,8,23,Solaris - German Ed,Stanislav Lem,2002,Distribooks, germany
277471,3596200261,10,23,Fischer TaschenbÃ?Â¼cher Bd.26 SchÃ?Â¶ne neue Welt,Aldous Huxley,2002,Fischer (Tb.) Frankfurt, germany
277474,014038572X,5,17,The Outsiders (Now in Speak!),S. E. Hinton,1997,Puffin Books, usa
277478,006008216X,6,31,Get Shorty,Elmore Leonard,2002,HarperTorch, netherlands
277478,014200281X,6,31,The Character of Cats,Stephen Budiansky,2003,Penguin Books, netherlands
277478,038067470X,7,31,Trouble With Thirteen,Betty Miles,1985,Avon Books, netherlands
277478,1558745718,8,31,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul),Jack Canfield,1998,Health Communications, netherlands
277478,1740595904,7,31,The Kindness of Strangers (Armchair Reading),Don George,2003,Lonely Planet Publications, netherlands
277478,1903919134,7,31,Plants of the Humid Tropic Biome,Robin Lock,2002,Transworld Publishers Ltd, netherlands
277478,2723426890,6,31,Nomad tome 5 : MÃ?Â©moire cachÃ?Â©e,Jean-David Morvan,2000,GlÃ?Â©nat, netherlands
277478,382289642X,7,31,HR GIGER ARh+,H. R. Giger,1994,Benedikt Taschen Verlag, netherlands
277478,8493127817,9,31,The Book of the Dragon by Ciruelo (1),Cabral Ciruelo,2000,Chimera Publishing, netherlands
277478,9068340344,7,31,Turbo-taal: Van socio-babble tot yuppie-speak,Jan Kuitenbrouwer,1987,Aramith, netherlands
277509,1400030382,9,34,The Piano Tuner : A Novel,DANIEL MASON,2003,Vintage, portugal
277509,9724115380,9,34,A hora de SertÃ³rio (Finisterra),JoÃ£o Aguiar,1994,EdiÃ§Ãµes ASA, portugal
277523,039915180X,10,62,Hidden Prey,John Sandford,2004,Putnam Publishing Group, usa
277523,055308576X,10,62,Dying for Chocolate (Culinary Mysteries (Hardcover)),Diane Mott Davidson,1992,Bantam Dell Pub Group, usa
277523,1558744150,10,62,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996,Health Communications, usa
277535,034543739X,7,32,Until the Real Thing Comes Along (Ballantine Reader's Circle),ELIZABETH BERG,2000,Ballantine Books, usa
277559,1582790671,7,98,Signature Classics - The Man in the Iron Mask,Alexandre Dumas,2000,Trident Press International, usa
277562,1858286018,9,22,The Rough Guide to Morocco,Rough Guides,2001,Rough Guides Limited, united kingdom
277563,044667883X,5,66,Last Man Standing,David Baldacci,2001,Warner Books, usa
277574,1885403003,10,56,The Trusted,Felecia Elliot,1994,Ballentyne &amp; Balfour, usa
277588,8401463017,8,21,El Hombre Que Susurraba Al Oido De Los Caballos,Nicholas Evans,1997,Plaza &amp; Janes Editores S.A., spain
277588,8401499585,8,21,Los Pilares de La Tierra,Ken Follett,1995,Plaza &amp; Janes Editores S.A., spain
277588,8408039369,6,21,Los Renglones Torcidos De Dios,T. Luca De Tena,2003,Planeta Pub Corp, spain
277588,8478884661,7,21,The Forastera,Diana Gabaldon,1999,Emece Editores, spain
277605,8787498782,7,30,Revolution turretur,Jan Bredsdorff,1978,Information, denmark
277623,002542730X,5,54,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994,John Wiley &amp; Sons Inc, usa
277623,1400031346,8,54,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,2002,Anchor (UK), usa
277623,1400031354,8,54,Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor, usa
277623,1588720756,6,54,Life As a Daymaker: How to Change the World by Simply Making Someone's Day,David Wagner,2003,Jodere Group, usa
277627,3423124199,10,32,Reigen der Verdammten.,Antonio Lobo Antunes,1997,Dtv, germany
277627,3423125756,10,32,Alle Seelen.,Javier Marias,1998,Dtv, germany
277639,030702024X,8,48,Chipmunks ABC,Golden Press,1983,Golden Books, usa
277639,034539657X,8,48,Dark Rivers of the Heart,Dean R. Koontz,1995,Ballantine Books, usa
277639,042516098X,5,48,Hornet's Nest,Patricia Daniels Cornwell,1998,Berkley Publishing Group, usa
277639,044921852X,7,48,Angel Eyes,Eric Lustbader,1993,Fawcett Books, usa
277639,082173766X,6,48,Freeze Frame,Marjorie Dorner,1992,Zebra Books, usa
277657,1882943155,10,50,From the Heart: Stories of Love and Friendship,Kendall Bell,2003,Coastal Villages Press, usa
277660,2070360016,7,26,LA Condition Humaine,Malraux,1999,Schoenhofs Foreign Books, france
277660,2253006629,8,26,L'Arrache-coeur: Roman (Livre de poche),Boris Vian,1992,Le Livre de poche, france
277665,3453007867,9,20,Friedhof der Kuscheltiere. Roman.,Stephen King,1988,Heyne, germany
277680,2070541886,6,35,Les Royaumes Du Nord,Philip Pullman,2002,Gallimard Jeunesse, france
277681,2070381803,8,24,La rÃ?Â¨gle de l'homme,Joseph Kessel,1989,Gallimard, france
277681,2070425525,7,24,La Marque de la bÃ?Âªte et autres nouvelles,Rudyard Kipling,2002,Gallimard, france
277681,2253016950,5,24,Un Amore,Dino Buzzati,1998,Livre de Poche, france
277681,229031465X,7,24,Contes de ma mere l'oye,Charles Perrault,2001,J'ai lu, france
277687,3423128178,6,41,Deutsche Geschichte. Ein Versuch 1. Von den AnfÃ?Â¤ngen bis zum Wormser Konkordat.,Herbert Rosendorfer,2000,Dtv, germany
277711,1573227889,10,34,Tipping the Velvet,Sarah Waters,2000,Riverhead Books, germany
277711,1853752797,5,34,Cult Fiction: A Reader's Guide,Andrew Calcutt,1998,Prion, germany
277711,3821805897,6,34,Breakfast on Pluto.,Patrick McCabe,2000,Eichborn, germany
277714,089296751X,10,33,Dead File (Maxi Poole Mysteries (Hardcover)),Kelly Lange,2003,Mysterious Press, usa
277720,1551663058,5,63,Suspicion,Christiane Heggan,1997,Mira, usa
277727,345308201X,7,23,Der Nacht- Manager.,John LeCarre,1994,Heyne, germany
277727,3453171861,10,23,Operation Rainbow.,Tom Clancy,2000,Heyne, germany
277727,3453198875,10,23,Im Zeichen des Drachen.,Tom Clancy,2002,Heyne, germany
277737,743411447,8,50,Jolie Blon's Bounce,James Lee Burke,2003,Pocket Star, usa
277740,185326086X,10,23,Dracula (Wordsworth Classics),B. Stoker,1997,NTC/Contemporary Publishing Company, sweden
277835,014032724X,10,16,Hatchet,Gary Paulsen,1988,Penguin USA, usa
277872,1410749029,10,44,Step Off the Edge,Thomas Fritz,2003,1stBooks Library, usa
277879,1557734569,7,40,Friends and Fortunes,Savannah Stewart,1991,Penguin Putnam~mass, canada
277898,1558744606,8,34,Chicken Soup for the Mother's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997,Health Communications, usa
